angle,dx,dy,true_dx,true_dy,response,contrast,entropy,gradient_energy,mean_brightness,sharpness,snr,median_brightness,psnr,ssim,ms_ssim,vif,fsim,deviation_dx,deviation_dy
-1.75,-0.741,0.083,0.0,0.0,0.702,0.12,6.754,0.007,0.652,1874.777,14.694,0.663,17.514,0.151,0.501,0.048,0.741,0.741,-0.083
-1.7,-0.702,0.079,0.0,0.0,0.718,0.119,6.757,0.007,0.647,1862.365,14.685,0.659,17.594,0.154,0.51,0.051,0.742,0.702,-0.079
-1.65,-0.671,0.063,0.0,0.0,0.73,0.119,6.758,0.007,0.642,1882.872,14.615,0.655,17.623,0.158,0.518,0.053,0.745,0.671,-0.063
-1.6,-0.656,0.066,0.0,0.0,0.744,0.122,6.76,0.008,0.658,1957.463,14.669,0.671,17.552,0.16,0.526,0.055,0.747,0.656,-0.066
-1.55,-0.641,0.067,0.0,0.0,0.764,0.123,6.759,0.008,0.66,1979.981,14.619,0.671,17.552,0.164,0.534,0.057,0.75,0.641,-0.067
-1.5,-0.604,0.053,0.0,0.0,0.775,0.124,6.755,0.008,0.655,1990.328,14.463,0.667,17.583,0.167,0.542,0.06,0.753,0.604,-0.053
-1.45,-0.574,0.051,0.0,0.0,0.786,0.123,6.754,0.008,0.645,1945.171,14.406,0.655,17.696,0.173,0.554,0.063,0.756,0.574,-0.051
-1.4,-0.536,0.053,0.0,0.0,0.799,0.121,6.754,0.007,0.642,1888.578,14.519,0.655,17.816,0.18,0.566,0.066,0.759,0.536,-0.053
-1.35,-0.515,0.057,0.0,0.0,0.811,0.119,6.756,0.007,0.635,1847.946,14.565,0.647,17.906,0.187,0.579,0.07,0.762,0.515,-0.057
-1.3,-0.479,0.042,0.0,0.0,0.828,0.122,6.76,0.008,0.649,1961.538,14.549,0.659,17.889,0.193,0.591,0.073,0.765,0.479,-0.042
-1.25,-0.448,0.025,0.0,0.0,0.84,0.122,6.762,0.008,0.654,1976.356,14.598,0.667,17.939,0.203,0.605,0.077,0.769,0.448,-0.025
-1.2,-0.42,0.02,0.0,0.0,0.856,0.124,6.761,0.008,0.655,2054.675,14.428,0.667,17.929,0.213,0.619,0.081,0.772,0.42,-0.02
-1.15,-0.165,0.01,0.0,0.0,0.897,0.121,6.757,0.008,0.645,1920.991,14.512,0.655,18.166,0.226,0.637,0.086,0.776,0.165,-0.01
-1.1,-0.154,0.017,0.0,0.0,0.903,0.12,6.752,0.007,0.642,1849.672,14.542,0.655,18.313,0.241,0.653,0.092,0.781,0.154,-0.017
-1.05,-0.137,0.009,0.0,0.0,0.912,0.121,6.752,0.007,0.661,1875.945,14.725,0.675,18.323,0.257,0.67,0.097,0.786,0.137,-0.009
-1.0,-0.135,0.004,0.0,0.0,0.918,0.119,6.754,0.007,0.634,1816.861,14.536,0.643,18.56,0.275,0.688,0.104,0.79,0.135,-0.004
-0.95,-0.124,0.01,0.0,0.0,0.919,0.118,6.758,0.007,0.628,1833.571,14.504,0.639,18.651,0.296,0.707,0.111,0.795,0.124,-0.01
-0.9,-0.123,0.006,0.0,0.0,0.923,0.122,6.761,0.008,0.634,1992.487,14.297,0.647,18.715,0.317,0.724,0.117,0.801,0.123,-0.006
-0.85,-0.12,-0.003,0.0,0.0,0.927,0.125,6.764,0.008,0.649,2118.33,14.284,0.659,18.824,0.343,0.743,0.125,0.806,0.12,0.003
-0.8,-0.099,-0.011,0.0,0.0,0.927,0.126,6.762,0.008,0.655,2137.5,14.294,0.667,18.995,0.374,0.764,0.134,0.811,0.099,0.011
-0.75,-0.098,-0.015,0.0,0.0,0.936,0.126,6.754,0.008,0.653,2062.409,14.278,0.667,19.324,0.41,0.785,0.145,0.817,0.098,0.015
-0.7,-0.077,-0.015,0.0,0.0,0.94,0.122,6.749,0.008,0.651,1868.306,14.557,0.663,19.849,0.449,0.808,0.159,0.824,0.077,0.015
-0.65,-0.069,-0.01,0.0,0.0,0.948,0.124,6.748,0.008,0.644,1921.798,14.321,0.655,20.161,0.488,0.827,0.171,0.832,0.069,0.01
-0.6,-0.056,-0.014,0.0,0.0,0.953,0.124,6.752,0.008,0.651,1935.691,14.426,0.663,20.552,0.53,0.847,0.187,0.84,0.056,0.014
-0.55,-0.05,-0.007,0.0,0.0,0.956,0.122,6.757,0.008,0.648,1943.767,14.505,0.659,21.024,0.572,0.866,0.205,0.849,0.05,0.007
-0.5,-0.045,-0.009,0.0,0.0,0.965,0.122,6.765,0.008,0.645,2013.714,14.455,0.655,21.465,0.614,0.884,0.226,0.858,0.045,0.009
-0.45,-0.036,-0.01,0.0,0.0,0.966,0.123,6.769,0.008,0.649,2082.929,14.478,0.659,21.955,0.66,0.902,0.25,0.869,0.036,0.01
-0.4,-0.04,-0.007,0.0,0.0,0.97,0.122,6.767,0.008,0.651,2036.208,14.548,0.663,22.67,0.71,0.921,0.282,0.882,0.04,0.007
-0.35,-0.032,-0.01,0.0,0.0,0.973,0.123,6.754,0.008,0.646,1953.659,14.442,0.659,23.728,0.767,0.938,0.319,0.897,0.032,0.01
-0.3,-0.036,-0.005,0.0,0.0,0.979,0.122,6.748,0.008,0.644,1885.109,14.468,0.655,25.003,0.821,0.954,0.363,0.914,0.036,0.005
-0.25,-0.024,-0.002,0.0,0.0,0.981,0.118,6.751,0.007,0.646,1816.8,14.74,0.655,26.562,0.869,0.968,0.42,0.93,0.024,0.002
-0.2,-0.021,-0.004,0.0,0.0,0.985,0.12,6.764,0.007,0.653,1978.095,14.72,0.663,28.147,0.912,0.979,0.481,0.948,0.021,0.004
-0.15,-0.024,-0.004,0.0,0.0,0.984,0.12,6.784,0.008,0.644,2169.818,14.587,0.655,30.51,0.946,0.988,0.554,0.966,0.024,0.004
-0.1,-0.015,-0.009,0.0,0.0,0.987,0.122,6.815,0.008,0.646,2508.419,14.463,0.655,33.417,0.971,0.994,0.64,0.982,0.015,0.009
-0.05,-0.008,-0.002,0.0,0.0,0.99,0.122,6.853,0.009,0.642,2850.323,14.403,0.651,37.399,0.988,0.998,0.756,0.993,0.008,0.002
0.0,0.0,0.0,0.0,0.0,1.0,0.124,6.899,0.009,0.645,3314.771,14.353,0.655,100.0,1.0,1.0,1.0,1.0,0.0,0.0
0.05,0.005,-0.004,0.0,0.0,0.99,0.123,6.853,0.009,0.644,2901.853,14.345,0.655,37.577,0.988,0.998,0.753,0.994,-0.005,0.004
0.1,0.007,-0.01,0.0,0.0,0.986,0.122,6.815,0.008,0.65,2513.103,14.52,0.663,33.223,0.971,0.994,0.641,0.982,-0.007,0.01
0.15,0.022,-0.007,0.0,0.0,0.984,0.121,6.785,0.008,0.656,2190.854,14.703,0.667,30.028,0.946,0.987,0.554,0.966,-0.022,0.007
0.2,0.029,-0.007,0.0,0.0,0.981,0.119,6.764,0.007,0.659,1959.213,14.836,0.671,27.83,0.911,0.978,0.482,0.948,-0.029,0.007
0.25,0.026,-0.011,0.0,0.0,0.98,0.12,6.751,0.007,0.667,1859.775,14.92,0.678,25.682,0.869,0.967,0.418,0.93,-0.026,0.011
0.3,0.041,-0.005,0.0,0.0,0.978,0.121,6.748,0.007,0.659,1863.555,14.71,0.671,24.808,0.821,0.952,0.365,0.914,-0.041,0.005
0.35,0.046,-0.013,0.0,0.0,0.974,0.12,6.754,0.007,0.657,1884.914,14.737,0.667,23.655,0.767,0.936,0.321,0.897,-0.046,0.013
0.4,0.047,-0.002,0.0,0.0,0.967,0.121,6.767,0.008,0.65,2000.562,14.609,0.663,22.719,0.71,0.918,0.283,0.882,-0.047,0.002
0.45,0.053,-0.004,0.0,0.0,0.969,0.123,6.77,0.008,0.654,2074.373,14.539,0.667,21.918,0.66,0.899,0.25,0.87,-0.053,0.004
0.5,0.054,0.002,0.0,0.0,0.968,0.124,6.765,0.008,0.657,2078.659,14.458,0.667,21.314,0.615,0.88,0.225,0.859,-0.054,-0.002
0.55,0.057,0.005,0.0,0.0,0.964,0.12,6.757,0.007,0.641,1864.566,14.57,0.651,21.093,0.572,0.863,0.207,0.849,-0.057,-0.005
0.6,0.063,-0.0,0.0,0.0,0.958,0.119,6.752,0.007,0.643,1785.729,14.667,0.655,20.721,0.53,0.844,0.19,0.839,-0.063,0.0
0.65,0.075,0.006,0.0,0.0,0.951,0.12,6.749,0.007,0.647,1804.816,14.622,0.659,20.288,0.49,0.825,0.174,0.831,-0.075,-0.006
0.7,0.087,0.005,0.0,0.0,0.945,0.121,6.749,0.007,0.639,1848.867,14.434,0.651,19.861,0.45,0.804,0.159,0.824,-0.087,-0.005
0.75,0.092,-0.006,0.0,0.0,0.939,0.123,6.755,0.008,0.663,1949.697,14.639,0.675,19.351,0.412,0.783,0.147,0.817,-0.092,0.006
0.8,0.099,-0.003,0.0,0.0,0.938,0.121,6.763,0.008,0.651,1967.3,14.591,0.663,19.191,0.376,0.762,0.136,0.81,-0.099,0.003
0.85,0.115,-0.009,0.0,0.0,0.935,0.123,6.765,0.008,0.656,2040.762,14.522,0.667,18.874,0.345,0.74,0.126,0.804,-0.115,0.009
0.9,0.117,-0.011,0.0,0.0,0.934,0.121,6.762,0.008,0.642,1955.95,14.478,0.655,18.793,0.319,0.721,0.118,0.799,-0.117,0.011
0.95,0.134,-0.011,0.0,0.0,0.929,0.119,6.759,0.007,0.636,1845.749,14.561,0.647,18.7,0.297,0.703,0.111,0.795,-0.134,0.011
1.0,0.147,-0.011,0.0,0.0,0.928,0.121,6.755,0.007,0.638,1867.311,14.465,0.647,18.531,0.276,0.685,0.103,0.79,-0.147,0.011
1.05,0.159,-0.019,0.0,0.0,0.923,0.12,6.753,0.007,0.662,1825.804,14.835,0.675,18.375,0.259,0.669,0.098,0.786,-0.159,0.019
1.1,0.179,-0.018,0.0,0.0,0.912,0.119,6.754,0.007,0.652,1803.093,14.774,0.663,18.362,0.243,0.653,0.092,0.782,-0.179,0.018
1.15,0.383,-0.03,0.0,0.0,0.867,0.123,6.76,0.008,0.645,1977.816,14.38,0.655,18.108,0.228,0.635,0.086,0.777,-0.383,0.03
1.2,0.409,-0.026,0.0,0.0,0.85,0.122,6.763,0.008,0.659,1969.003,14.655,0.671,17.999,0.215,0.621,0.082,0.772,-0.409,0.026
1.25,0.43,-0.031,0.0,0.0,0.837,0.12,6.764,0.007,0.65,1926.559,14.65,0.663,18.01,0.206,0.607,0.077,0.768,-0.43,0.031
1.3,0.463,-0.047,0.0,0.0,0.823,0.122,6.761,0.008,0.653,1975.323,14.542,0.663,17.862,0.195,0.592,0.073,0.765,-0.463,0.047
1.35,0.481,-0.042,0.0,0.0,0.811,0.119,6.758,0.007,0.652,1855.431,14.742,0.663,17.914,0.189,0.581,0.07,0.762,-0.481,0.042
1.4,0.508,-0.048,0.0,0.0,0.798,0.122,6.755,0.008,0.665,1934.955,14.695,0.675,17.671,0.18,0.567,0.066,0.759,-0.508,0.048
1.45,0.533,-0.066,0.0,0.0,0.782,0.125,6.755,0.008,0.666,2010.181,14.524,0.678,17.514,0.173,0.554,0.062,0.756,-0.533,0.066
1.5,0.576,-0.072,0.0,0.0,0.766,0.123,6.757,0.008,0.654,1958.602,14.514,0.667,17.628,0.169,0.545,0.06,0.753,-0.576,0.072
1.55,0.589,-0.073,0.0,0.0,0.752,0.123,6.76,0.008,0.663,1991.329,14.615,0.675,17.507,0.164,0.536,0.057,0.75,-0.589,0.073
1.6,0.623,-0.08,0.0,0.0,0.744,0.122,6.761,0.008,0.663,1956.929,14.721,0.675,17.514,0.161,0.528,0.055,0.748,-0.623,0.08
1.65,0.649,-0.078,0.0,0.0,0.731,0.122,6.76,0.008,0.65,1951.247,14.546,0.659,17.549,0.157,0.519,0.053,0.746,-0.649,0.078
1.7,0.674,-0.084,0.0,0.0,0.712,0.12,6.759,0.007,0.65,1882.875,14.676,0.663,17.574,0.155,0.512,0.051,0.743,-0.674,0.084
1.75,0.696,-0.092,0.0,0.0,0.698,0.122,6.757,0.008,0.658,1927.594,14.626,0.667,17.436,0.151,0.502,0.048,0.741,-0.696,0.092
1.8,0.715,-0.103,0.0,0.0,0.685,0.122,6.755,0.008,0.658,1918.32,14.632,0.667,17.402,0.148,0.494,0.046,0.739,-0.715,0.103
1.85,0.737,-0.089,0.0,0.0,0.671,0.119,6.757,0.007,0.649,1829.906,14.745,0.659,17.506,0.146,0.488,0.045,0.737,-0.737,0.089
1.9,0.775,-0.106,0.0,0.0,0.66,0.12,6.76,0.007,0.641,1887.476,14.556,0.651,17.423,0.142,0.48,0.043,0.735,-0.775,0.106
1.95,0.785,-0.436,0.0,0.0,0.617,0.119,6.763,0.007,0.645,1883.696,14.656,0.655,17.415,0.14,0.474,0.042,0.733,-0.785,0.436
2.0,0.833,-0.095,0.0,0.0,0.636,0.12,6.764,0.007,0.655,1919.732,14.715,0.667,17.326,0.137,0.467,0.04,0.732,-0.833,0.095
2.05,0.83,-0.458,0.0,0.0,0.589,0.124,6.762,0.008,0.662,2027.523,14.543,0.675,17.125,0.132,0.457,0.038,0.731,-0.83,0.458
2.1,0.85,-0.45,0.0,0.0,0.576,0.121,6.76,0.008,0.669,1916.993,14.847,0.678,17.13,0.132,0.453,0.037,0.729,-0.85,0.45
2.15,0.887,-0.476,0.0,0.0,0.569,0.118,6.758,0.007,0.668,1810.798,15.032,0.678,17.215,0.13,0.449,0.036,0.728,-0.887,0.476
2.2,0.918,-0.463,0.0,0.0,0.553,0.12,6.757,0.007,0.662,1862.596,14.808,0.675,17.172,0.127,0.441,0.035,0.727,-0.918,0.463
2.25,0.937,-0.483,0.0,0.0,0.543,0.119,6.757,0.007,0.661,1836.919,14.866,0.671,17.189,0.125,0.436,0.034,0.726,-0.937,0.483
2.3,0.957,-0.463,0.0,0.0,0.531,0.12,6.76,0.007,0.664,1882.052,14.849,0.675,17.11,0.122,0.43,0.032,0.724,-0.957,0.463
2.35,0.98,-0.484,0.0,0.0,0.516,0.123,6.762,0.008,0.665,1986.252,14.662,0.675,16.97,0.119,0.423,0.031,0.723,-0.98,0.484
2.4,0.994,-0.497,0.0,0.0,0.508,0.122,6.762,0.008,0.664,1958.513,14.716,0.675,16.991,0.117,0.419,0.03,0.721,-0.994,0.497
2.45,1.026,-0.496,0.0,0.0,0.494,0.118,6.762,0.007,0.649,1822.762,14.832,0.659,17.182,0.118,0.417,0.03,0.72,-1.026,0.496
2.5,1.018,-0.499,0.0,0.0,0.481,0.117,6.761,0.007,0.651,1795.3,14.895,0.663,17.179,0.117,0.414,0.029,0.718,-1.018,0.499
2.55,1.053,-0.494,0.0,0.0,0.469,0.12,6.76,0.007,0.67,1857.443,14.967,0.678,16.961,0.115,0.407,0.028,0.718,-1.053,0.494
2.6,1.068,-0.49,0.0,0.0,0.457,0.122,6.759,0.008,0.673,1911.359,14.857,0.682,16.843,0.113,0.401,0.027,0.718,-1.068,0.49
2.65,1.092,-0.487,0.0,0.0,0.442,0.12,6.76,0.007,0.659,1867.357,14.799,0.671,16.995,0.113,0.399,0.026,0.717,-1.092,0.487
2.7,1.114,-0.484,0.0,0.0,0.435,0.12,6.761,0.007,0.655,1889.78,14.731,0.667,16.993,0.112,0.396,0.026,0.717,-1.114,0.484
2.75,1.145,-0.481,0.0,0.0,0.421,0.121,6.762,0.007,0.658,1915.755,14.723,0.667,16.941,0.111,0.391,0.025,0.716,-1.145,0.481
2.8,1.159,-0.47,0.0,0.0,0.416,0.123,6.761,0.008,0.647,1983.146,14.427,0.659,16.881,0.109,0.385,0.024,0.715,-1.159,0.47
2.85,0.353,-0.095,0.0,0.0,0.454,0.122,6.761,0.008,0.646,1944.867,14.489,0.655,16.906,0.109,0.383,0.024,0.715,-0.353,0.095
2.9,0.361,-0.093,0.0,0.0,0.444,0.123,6.761,0.008,0.652,1972.22,14.493,0.663,16.845,0.107,0.378,0.023,0.714,-0.361,0.093
2.95,1.204,-0.44,0.0,0.0,0.387,0.121,6.76,0.007,0.643,1910.709,14.497,0.655,16.898,0.108,0.376,0.023,0.713,-1.204,0.44
3.0,0.345,-0.104,0.0,0.0,0.421,0.123,6.761,0.008,0.643,1963.461,14.378,0.655,16.827,0.106,0.37,0.022,0.712,-0.345,0.104
-3.0,2.454,-2.571,0.0,0.0,0.203,0.089,6.254,0.004,0.631,862.624,17.02,0.643,18.912,0.121,0.365,0.027,0.696,-2.454,2.571
-2.95,2.418,-2.59,0.0,0.0,0.21,0.09,6.254,0.004,0.638,888.146,16.965,0.651,18.789,0.12,0.366,0.028,0.697,-2.418,2.59
-2.9,2.387,-2.563,0.0,0.0,0.214,0.092,6.254,0.004,0.638,928.199,16.781,0.651,18.691,0.12,0.367,0.028,0.697,-2.387,2.563
-2.85,2.369,-2.552,0.0,0.0,0.21,0.09,6.254,0.004,0.624,886.99,16.771,0.635,18.899,0.123,0.375,0.029,0.698,-2.369,2.552
-2.8,2.349,-2.483,0.0,0.0,0.211,0.088,6.254,0.004,0.641,850.646,17.208,0.655,18.879,0.127,0.382,0.03,0.7,-2.349,2.483
-2.75,2.204,-1.706,0.0,0.0,0.26,0.089,6.254,0.004,0.665,867.821,17.443,0.678,18.373,0.128,0.386,0.031,0.701,-2.204,1.706
-2.7,2.255,-2.412,0.0,0.0,0.213,0.088,6.253,0.004,0.67,844.728,17.626,0.682,18.308,0.131,0.392,0.032,0.702,-2.255,2.412
-2.65,2.316,-2.339,0.0,0.0,0.212,0.088,6.253,0.004,0.655,847.939,17.393,0.667,18.691,0.132,0.397,0.033,0.703,-2.316,2.339
-2.6,2.203,-2.314,0.0,0.0,0.207,0.089,6.252,0.004,0.656,860.198,17.338,0.667,18.643,0.133,0.401,0.034,0.703,-2.203,2.314
-2.55,2.075,-1.565,0.0,0.0,0.261,0.091,6.252,0.004,0.645,893.092,17.031,0.659,18.788,0.133,0.404,0.034,0.704,-2.075,1.565
-2.5,2.015,-1.574,0.0,0.0,0.263,0.091,6.253,0.004,0.629,905.701,16.775,0.643,18.95,0.135,0.41,0.035,0.705,-2.015,1.574
-2.45,-1.516,-0.664,0.0,0.0,0.32,0.088,6.254,0.004,0.622,841.175,17.019,0.635,19.167,0.141,0.421,0.037,0.707,1.516,0.664
-2.4,1.971,-1.593,0.0,0.0,0.261,0.088,6.255,0.004,0.631,847.928,17.138,0.643,19.148,0.144,0.427,0.038,0.708,-1.971,1.593
-2.35,-1.407,-0.637,0.0,0.0,0.325,0.088,6.256,0.004,0.638,860.406,17.192,0.651,19.074,0.146,0.433,0.039,0.709,1.407,0.637
-2.3,-1.383,-0.64,0.0,0.0,0.331,0.091,6.254,0.004,0.659,906.094,17.202,0.671,18.595,0.145,0.435,0.04,0.71,1.383,0.64
-2.25,1.422,-1.542,0.0,0.0,0.366,0.092,6.253,0.005,0.648,928.944,16.911,0.659,18.781,0.148,0.441,0.041,0.711,-1.422,1.542
-2.2,0.934,-0.933,0.0,0.0,0.455,0.092,6.252,0.004,0.643,924.692,16.851,0.655,18.884,0.151,0.448,0.042,0.713,-0.934,0.933
-2.15,-1.267,0.142,0.0,0.0,0.391,0.092,6.252,0.005,0.643,928.366,16.845,0.655,18.909,0.155,0.457,0.044,0.714,1.267,-0.142
-2.1,-1.25,0.125,0.0,0.0,0.405,0.095,6.253,0.005,0.644,981.849,16.642,0.659,18.806,0.156,0.461,0.045,0.715,1.25,-0.125
-2.05,0.811,-0.889,0.0,0.0,0.494,0.095,6.254,0.005,0.644,992.518,16.633,0.659,18.832,0.16,0.47,0.046,0.717,-0.811,0.889
-2.0,-0.12,-0.162,0.0,0.0,0.614,0.092,6.255,0.005,0.64,943.994,16.812,0.651,19.047,0.168,0.483,0.049,0.72,0.12,0.162
-1.95,-0.138,-0.172,0.0,0.0,0.631,0.09,6.254,0.004,0.636,887.046,17.02,0.647,19.26,0.175,0.496,0.051,0.722,0.138,0.172
-1.9,-0.143,-0.185,0.0,0.0,0.644,0.089,6.252,0.004,0.636,875.959,17.035,0.647,19.307,0.181,0.506,0.053,0.724,0.143,0.185
-1.85,-0.115,-0.202,0.0,0.0,0.672,0.09,6.251,0.004,0.642,889.345,17.037,0.655,19.233,0.186,0.515,0.055,0.726,0.115,0.202
-1.8,-0.108,-0.187,0.0,0.0,0.693,0.089,6.252,0.004,0.627,871.641,16.919,0.639,19.466,0.193,0.526,0.057,0.728,0.108,0.187
-1.75,-0.094,-0.192,0.0,0.0,0.718,0.089,6.253,0.004,0.631,878.789,16.975,0.643,19.478,0.2,0.537,0.06,0.73,0.094,0.192
-1.7,-0.099,-0.198,0.0,0.0,0.743,0.088,6.255,0.004,0.622,847.483,17.018,0.635,19.654,0.209,0.55,0.063,0.733,0.099,0.198
-1.65,-0.086,-0.184,0.0,0.0,0.76,0.089,6.256,0.004,0.614,871.934,16.823,0.627,19.639,0.215,0.56,0.065,0.736,0.086,0.184
-1.6,-0.089,-0.167,0.0,0.0,0.776,0.087,6.256,0.004,0.621,843.785,17.062,0.631,19.787,0.224,0.573,0.069,0.739,0.089,0.167
-1.55,-0.077,-0.166,0.0,0.0,0.794,0.085,6.255,0.004,0.632,808.4,17.384,0.643,19.884,0.234,0.587,0.072,0.742,0.077,0.166
-1.5,-0.066,-0.173,0.0,0.0,0.817,0.088,6.251,0.004,0.645,845.183,17.291,0.659,19.626,0.241,0.596,0.075,0.745,0.066,0.173
-1.45,-0.037,-0.167,0.0,0.0,0.835,0.09,6.249,0.004,0.648,859.862,17.189,0.659,19.578,0.25,0.607,0.078,0.747,0.037,0.167
-1.4,-0.029,-0.163,0.0,0.0,0.855,0.09,6.248,0.004,0.646,865.093,17.129,0.659,19.663,0.26,0.62,0.081,0.751,0.029,0.163
-1.35,-0.02,-0.163,0.0,0.0,0.874,0.088,6.248,0.004,0.636,835.993,17.184,0.647,20.002,0.273,0.637,0.086,0.754,0.02,0.163
-1.3,-0.019,-0.17,0.0,0.0,0.887,0.086,6.251,0.004,0.643,801.638,17.523,0.655,20.089,0.288,0.653,0.092,0.757,0.019,0.17
-1.25,-0.227,-0.146,0.0,0.0,0.801,0.086,6.253,0.004,0.62,823.885,17.152,0.631,20.371,0.302,0.668,0.097,0.76,0.227,0.146
-1.2,-0.21,-0.155,0.0,0.0,0.814,0.085,6.254,0.004,0.622,803.788,17.325,0.635,20.54,0.318,0.684,0.103,0.764,0.21,0.155
-1.15,-0.005,-0.155,0.0,0.0,0.933,0.086,6.253,0.004,0.626,815.154,17.275,0.639,20.609,0.335,0.698,0.108,0.769,0.005,0.155
-1.1,-0.008,-0.145,0.0,0.0,0.941,0.089,6.25,0.004,0.635,858.193,17.112,0.647,20.529,0.351,0.712,0.113,0.773,0.008,0.145
-1.05,0.0,-0.154,0.0,0.0,0.942,0.092,6.25,0.004,0.635,924.278,16.79,0.647,20.501,0.368,0.724,0.118,0.777,0.0,0.154
-1.0,-0.011,-0.156,0.0,0.0,0.952,0.094,6.251,0.005,0.641,978.817,16.658,0.655,20.451,0.387,0.738,0.124,0.781,0.011,0.156
-0.95,-0.009,-0.132,0.0,0.0,0.954,0.096,6.253,0.005,0.65,1019.811,16.642,0.663,20.326,0.409,0.753,0.132,0.786,0.009,0.132
-0.9,-0.004,-0.131,0.0,0.0,0.963,0.095,6.256,0.005,0.658,1018.628,16.817,0.671,20.28,0.436,0.771,0.141,0.792,0.004,0.131
-0.85,-0.007,-0.121,0.0,0.0,0.958,0.094,6.257,0.005,0.661,1007.022,16.933,0.675,20.386,0.465,0.79,0.152,0.798,0.007,0.121
-0.8,-0.008,-0.118,0.0,0.0,0.955,0.091,6.256,0.004,0.657,945.823,17.122,0.671,20.898,0.499,0.81,0.166,0.805,0.008,0.118
-0.75,-0.016,-0.103,0.0,0.0,0.962,0.092,6.251,0.004,0.663,925.979,17.161,0.675,20.902,0.534,0.827,0.179,0.812,0.016,0.103
-0.7,-0.022,-0.091,0.0,0.0,0.964,0.092,6.246,0.004,0.655,914.275,17.018,0.667,21.544,0.57,0.844,0.193,0.82,0.022,0.091
-0.65,-0.015,-0.091,0.0,0.0,0.957,0.092,6.246,0.004,0.657,902.023,17.092,0.671,21.82,0.606,0.86,0.21,0.828,0.015,0.091
-0.6,-0.021,-0.083,0.0,0.0,0.964,0.093,6.25,0.005,0.646,931.206,16.877,0.659,22.627,0.642,0.876,0.227,0.837,0.021,0.083
-0.55,-0.003,-0.073,0.0,0.0,0.968,0.094,6.254,0.005,0.647,975.101,16.782,0.659,22.91,0.676,0.89,0.246,0.846,0.003,0.073
-0.5,-0.01,-0.062,0.0,0.0,0.972,0.094,6.258,0.005,0.645,1006.252,16.691,0.659,23.389,0.712,0.904,0.268,0.856,0.01,0.062
-0.45,-0.0,-0.058,0.0,0.0,0.969,0.094,6.258,0.005,0.649,993.67,16.811,0.663,23.766,0.75,0.919,0.296,0.867,0.0,0.058
-0.4,0.005,-0.051,0.0,0.0,0.96,0.089,6.253,0.004,0.64,889.602,17.096,0.655,25.084,0.792,0.937,0.336,0.882,-0.005,0.051
-0.35,-0.004,-0.045,0.0,0.0,0.961,0.089,6.243,0.004,0.649,827.607,17.295,0.663,25.346,0.833,0.951,0.376,0.898,0.004,0.045
-0.3,0.001,-0.035,0.0,0.0,0.957,0.09,6.238,0.004,0.645,822.706,17.133,0.659,26.666,0.873,0.962,0.42,0.915,-0.001,0.035
-0.25,0.0,-0.032,0.0,0.0,0.954,0.091,6.242,0.004,0.646,851.93,17.049,0.659,27.505,0.908,0.972,0.47,0.933,0.0,0.032
-0.2,0.004,-0.024,0.0,0.0,0.955,0.092,6.254,0.005,0.633,927.107,16.724,0.647,30.247,0.938,0.98,0.528,0.95,-0.004,0.024
-0.15,0.001,-0.019,0.0,0.0,0.957,0.092,6.273,0.005,0.631,999.304,16.715,0.643,32.411,0.962,0.987,0.599,0.967,-0.001,0.019
-0.1,0.01,-0.001,0.0,0.0,0.962,0.091,6.301,0.005,0.627,1094.071,16.725,0.639,35.407,0.979,0.993,0.685,0.982,-0.01,0.001
-0.05,0.005,-0.011,0.0,0.0,0.974,0.089,6.336,0.005,0.619,1177.866,16.8,0.631,39.957,0.991,0.998,0.796,0.994,-0.005,0.011
0.0,0.0,0.0,0.0,0.0,1.0,0.088,6.378,0.005,0.621,1288.804,16.994,0.631,100.0,1.0,1.0,1.0,1.0,0.0,0.0
0.05,0.002,-0.001,0.0,0.0,0.972,0.089,6.337,0.005,0.618,1159.085,16.856,0.631,39.811,0.991,0.998,0.797,0.994,-0.002,0.001
0.1,0.004,0.01,0.0,0.0,0.968,0.092,6.302,0.005,0.633,1115.697,16.721,0.647,34.051,0.979,0.993,0.683,0.982,-0.004,-0.01
0.15,0.009,0.035,0.0,0.0,0.964,0.091,6.275,0.005,0.629,979.537,16.783,0.643,32.67,0.962,0.988,0.602,0.968,-0.009,-0.035
0.2,0.014,0.044,0.0,0.0,0.958,0.09,6.255,0.004,0.641,885.531,17.034,0.655,29.278,0.938,0.981,0.532,0.951,-0.014,-0.044
0.25,0.01,0.065,0.0,0.0,0.952,0.089,6.243,0.004,0.641,827.033,17.112,0.655,28.085,0.908,0.973,0.473,0.934,-0.01,-0.065
0.3,0.025,0.064,0.0,0.0,0.952,0.089,6.239,0.004,0.638,803.73,17.139,0.651,27.225,0.873,0.963,0.421,0.917,-0.025,-0.064
0.35,0.013,0.059,0.0,0.0,0.95,0.087,6.244,0.004,0.635,791.795,17.283,0.647,26.443,0.834,0.952,0.38,0.9,-0.013,-0.059
0.4,0.032,0.073,0.0,0.0,0.951,0.088,6.254,0.004,0.645,870.284,17.268,0.659,24.855,0.792,0.938,0.338,0.884,-0.032,-0.073
0.45,0.012,0.072,0.0,0.0,0.956,0.091,6.26,0.004,0.646,933.469,17.057,0.659,24.055,0.751,0.922,0.3,0.87,-0.012,-0.072
0.5,0.022,0.074,0.0,0.0,0.955,0.094,6.26,0.005,0.644,989.435,16.746,0.659,23.506,0.713,0.905,0.269,0.858,-0.022,-0.074
